Title,Rating,Voting,Duration,Genre
Twisters,6.5,168000,122,Action
Gladiator II,6.5,229000,148,Action
Sonic the Hedgehog 3,6.9,59000,110,Action
Kraven the Hunter,5.5,54000,127,Action
Deadpool & Wolverine,7.6,491000,128,Action
Civil War,7.0,237000,109,Action
Dune: Part Two,8.5,624000,166,Action
The Ministry of Ungentlemanly Warfare,6.8,135000,122,Action
Venom: The Last Dance,6.0,117000,110,Action
The Beekeeper,6.3,156000,105,Action
The Count of Monte-Cristo,7.6,34000,178,Action
Freaky Tales,7.2,1200,107,Action
Furiosa: A Mad Max Saga,7.5,285000,148,Action
Transformers One,7.6,50000,104,Action
Carry-On,6.5,165000,119,Action
Borderlands,4.7,48000,101,Action
Fight or Flight,6.4,6900,97,Action
The Fall Guy,6.8,220000,126,Action
The Crow,4.7,35000,111,Action
Road House,6.2,168000,121,Action
Rebel Ridge,6.8,88000,131,Action
Pushpa: The Rule - Part 2,6.1,56000,201,Action
Madame Web,4.0,101000,116,Action
The Lord of the Rings: The War of the Rohirrim,6.3,30000,134,Action
Elevation,5.6,22000,91,Action
Absolution,5.2,8100,112,Action
Bad Boys: Ride or Die,6.5,100000,115,Action
Red One,6.3,140000,123,Action
Solo Leveling: ReAwakening,8.7,12000,121,Action
Love Lies Bleeding,6.6,57000,104,Action
Argylle,5.6,92000,139,Action
Damsel,6.1,109000,110,Action
William Tell,5.7,2500,133,Action
The Union,5.4,53000,107,Action
Godzilla x Kong: The New Empire,6.0,121000,115,Action
Kingdom of the Planet of the Apes,6.9,151000,145,Action
Land of Bad,6.6,51000,113,Action
Hellboy: The Crooked Man,4.5,13000,99,Action
Kung Fu Panda 4,6.3,68000,94,Action
Werewolves,4.4,6600,93,Action
Homestead,5.3,3600,112,Action
Survive,4.5,2500,90,Action
Monkey Man,6.8,91000,121,Action
Aftermath,5.1,4000,97,Action
The Killer's Game,5.8,17000,104,Action
The Instigators,6.2,38000,101,Action
Beverly Hills Cop: Axel F,6.4,81000,118,Action
Lift,5.5,49000,107,Action
Gunner,3.2,2700,106,Action
Classified,3.7,2500,105,Action
Blitz,6.2,16000,120,Action
Uglies,4.7,33000,100,Action
Maharaja,8.4,67000,141,Action
The Killer,5.7,13000,126,Action
Old Guy,5.2,2400,94,Action
Drive-Away Dolls,5.4,23000,84,Action
Attack on Titan the Movie: The Last Attack,9.2,16000,145,Action
Thelma,7.0,22000,98,Action
Atlas,5.6,56000,118,Action
Azrael,5.4,11000,86,Action
Descendants: The Rise of Red,4.7,7000,91,Action
Arcadian,5.5,23000,92,Action
Toofan,7.4,8100,145,Action
Watchmen: Chapter I,7.0,6600,83,Action
Marco,6.8,21000,145,Action
Apocalypse Z: The Beginning of the End,6.1,20000,117,Action
Dirty Angels,4.3,3400,104,Action
Canary Black,5.3,11000,101,Action
Cash Out,4.8,3000,92,Action
Trigger Warning,4.6,19000,106,Action
Under Paris,5.2,36000,104,Action
Kalki 2898-AD,7.0,66000,180,Action
Armor,3.6,4000,89,Action
Long Gone Heroes,5.2,1100,101,Action
Trouble,6.2,6800,98,Action
Rebel Moon - Part Two: The Scargiver,5.3,59000,122,Action
Jackpot!,5.8,30000,106,Action
11 Rebels,6.3,413,155,Action
Twilight of the Warriors: Walled In,7.0,9500,126,Action
Brothers,5.4,13000,89,Action
Amaran,8.1,18000,167,Action
The Shadow Strays,6.5,9200,144,Action
Duchess,4.6,1400,114,Action
The Silent Hour,6.1,7400,99,Action
The Fix,4.6,1200,98,Action
Red Right Hand,5.5,5900,111,Action
Weekend in Taipei,5.7,4700,100,Action
Hitpig,5.1,940,86,Action
Alien: Rubicon,2.4,343,86,Action
Watchmen: Chapter II,7.0,3100,90,Action
Hounds of War,4.5,1800,95,Action
Harbin,6.2,644,108,Action
Fighter,6.2,52000,166,Action
Uprising,6.6,5600,126,Action
No Way Up,4.6,11000,90,Action
Boneyard,4.1,5000,96,Action
Role Play,5.5,19000,100,Action
Hagen,6.1,1200,139,Action
Cloud,6.3,1200,124,Action
Damaged,4.7,7300,97,Action
Bangkok Dog,4.8,198,85,Action
Megamind vs. The Doom Syndicate,2.5,5600,83,Action
Chief of Station,4.7,4600,97,Action
Take Cover,5.1,2500,90,Action
Relay,7.5,107,112,Action
The Prosecutor,6.7,1900,117,Action
Karma,7.9,1400,167,Action
Baby John,5.2,17000,159,Action
The Courier,6.0,4400,101,Action
Viduthalai Part 2,7.9,16000,170,Action
The Thundermans Return,5.0,1800,70,Action
Hanu Man,7.7,29000,158,Action
Revolver,5.4,865,114,Action
Singham Again,4.7,75000,144,Action
Justice League: Crisis on Infinite Earths - Part One,6.2,8500,93,Action
Baby Invasion,4.6,455,80,Action
My Spy: The Eternal City,5.7,11000,112,Action
Pusaka,5.2,125,90,Action
The Roundup: Punishment,6.6,5300,109,Action
Sikandar ka Muqaddar,6.0,24000,142,Action
River of Blood,5.2,1800,86,Action
Levels,5.0,1500,93,Action
Darkness of Man,4.8,3200,109,Action
The Quiet Ones,6.3,690,110,Action
One More Shot,5.4,3700,103,Action
Zero,6.2,67,88,Action
"I, the Executioner",6.4,1700,118,Action
Jigra,6.0,24000,153,Action
Prey,3.7,3300,86,Action
Devara Part 1,6.0,20000,176,Action
Justice League: Crisis on Infinite Earths - Part Three,6.1,4500,94,Action
Badland Hunters,5.9,12000,107,Action
The Last of Us: Immunity,5.5,17,64,Action
My Hero Academia: You're Next,7.0,2100,110,Action
Aavesham,7.8,28000,155,Action
London Calling,7.5,22,109,Action
Sunray: Fallen Soldier,4.3,635,115,Action
Code 8: Part II,5.7,16000,100,Action
Raqa,5.6,213,107,Action
Striking Rescue,5.7,416,106,Action
Ultraman: Rising,6.9,6400,117,Action
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8500,104,Action
The Price of Money: A Largo Winch Adventure,5.0,1200,100,Action
Dominique,5.3,2200,100,Action
The Clean Up Crew,4.1,1200,95,Action
Utopia,3.6,363,91,Action
Officer Black Belt,6.8,8300,108,Action
Deep Six,3.4,242,94,Action
Air Force One Down,4.4,2900,84,Action
Death Whisperer 2,6.4,1400,110,Action
Dan Da Dan: First Encounter,8.2,2700,83,Action
Joe Baby,7.4,32,86,Action
The Wages of Fear,4.6,4100,104,Action
Night Call,6.8,2000,97,Action
Pani,6.9,3000,143,Action
KA,7.1,1600,151,Action
Simarik,6.5,2700,111,Action
Anaconda,4.9,636,84,Action
Cesium Fallout,6.4,698,136,Action
Dark Match,5.4,955,94,Action
Latency,4.2,2500,94,Action
Article 370,7.8,25000,158,Action
The Family Star,5.4,5500,159,Action
Life After Fighting,6.4,2000,126,Action
Kill Em All 2,4.1,1300,88,Action
One Fast Move,5.0,2200,108,Action
40 Acres,6.8,134,113,Action
Rogue Elements: A Ryan Drake Story,4.7,975,44,Action
Murder Company,3.7,1600,86,Action
Elyas,6.1,1400,105,Action
Justice League: Crisis on Infinite Earths - Part Two,5.5,5300,94,Action
Bougainvillea,6.4,3200,138,Action
200% Wolf,5.9,1300,98,Action
Savi,6.1,35000,126,Action
Handsome Guys,6.5,837,101,Action
Lights Out,4.9,1800,90,Action
Rifle Club,7.0,4300,113,Action
Angels Fallen: Warriors of Peace,4.9,5800,103,Action
The Greatest of All Time,5.7,22000,183,Action
Alienoid: The Return to the Future,6.5,2600,122,Action
Sixty Minutes,5.7,5200,88,Action
City Hunter,6.3,5600,102,Action
Vanvaas,6.6,1300,160,Action
The Twisters,2.5,339,86,Action
Panda Plan,5.1,1300,99,Action
Escape,6.4,2000,94,Action
Bloody Escape,5.6,47,100,Action
The Tiger's Apprentice,5.7,2200,84,Action
Arena Wars,4.8,2100,96,Action
Sorgavaasal,6.6,1400,138,Action
Golden Kamuy,6.3,2600,127,Action
Overlord: The Sacred Kingdom,6.9,979,135,Action
Saripodhaa Sanivaaram,7.0,9100,166,Action
Agent Recon,2.4,676,85,Action
Heart of the Hunter,4.7,2200,105,Action
Freedom,5.9,1400,110,Action
Khadaan,7.1,2100,137,Action
Agni,7.2,15000,122,Action
Paradox Effect,6.0,8600,87,Action
Operation Blood Hunt,3.5,488,93,Action
Wynonna Earp: Vengeance,5.6,1500,96,Action
Everybody Loves Jenifa,8.3,88,135,Action
The Last Kumite,4.6,2300,105,Action
Hijack 1971,6.8,3300,100,Action
Bade Miyan Chote Miyan,3.8,39000,163,Action
Die Hart: Die Harter,4.3,5500,92,Action
Outlaw,5.2,931,82,Action
Sheriff,6.9,1100,133,Action
Kahar: Kapla High Council,6.9,464,102,Action
Kanguva,4.5,15000,152,Action
How to Rob a Bank,6.6,4200,88,Action
Bad Boyz,3.4,678,150,Action
Guntur Karam,5.4,25000,159,Action
Yodha,5.7,8800,130,Action
A.R.M,7.1,8700,150,Action
Hellhound,4.3,507,103,Action
Tales Beyond the Galaxy,4.7,181,76,Action
Devil's Knight,5.2,891,90,Action
72 Hours,4.1,287,87,Action
Nice Girls,4.2,1200,92,Action
A Legend,4.7,907,129,Action
Black Heat,8.6,118,93,Action
Bonnie,7.4,36,120,Action
Vettaiyan,7.0,39000,163,Action
The Hangman,3.3,1000,92,Action
Continental Split,3.6,546,88,Action
Chandu Champion,7.8,34000,142,Action
Mahadev Ka Gorakhpur,7.6,389,131,Action
Fight Another Day,4.9,353,97,Action
Wanted Man,4.8,2600,85,Action
Ferry 2,5.6,3800,94,Action
Ryan's World the Movie: Titan Universe Adventure,1.8,693,80,Action
12 to Midnight,3.6,284,96,Action
The Last Front,5.5,611,98,Action
Bagheera,6.7,7400,158,Action
The Lockdown,4.3,610,117,Action
WWII: Operation Phoenix,6.2,76,106,Action
Alien Country,4.4,364,96,Action
Snow White and the Seven Samurai,3.2,297,88,Action
War of the Worlds: Extinction,3.0,207,84,Action
Raayan,6.5,11000,145,Action
Sobanggwan,5.7,197,106,Action
Thangalaan,6.6,6600,156,Action
Drive Back,4.7,311,94,Action
Vedaa,6.0,4300,145,Action
Cells at Work!,6.7,234,109,Action
Rats!,6.5,125,85,Action
Jacob Tyler,4.3,59,133,Action
Dirty Money,5.6,136,100,Action
"Love, Courage and the Battle of Bushy Run",5.0,183,113,Action
Bionic,4.3,1700,110,Action
Max,7.1,3400,132,Action
The Ballad of Davy Crockett,4.6,248,96,Action
Mura,7.3,6300,129,Action
Auron Mein Kahan Dum Tha,6.5,41000,150,Action
Shark Warning,3.4,270,94,Action
Terminator: Skynet Rising,6.7,267,88,Action
Citizen of a Kind,6.7,824,114,Action
Escape from the 21st Century,6.5,885,98,Action
Art of Eight Limbs,4.0,316,101,Action
Kingdom 4: Return of the Great General,7.1,1300,145,Action
Invasion,4.8,680,91,Action
Get Fast,3.7,458,88,Action
Eagle,5.9,4900,159,Action
Mission: Cross,6.1,2600,105,Action
Indian 2,3.8,16000,0,Action
Sunset Superman,6.0,154,81,Action
GTMax,5.0,1200,100,Action
Bhaiyya Ji,4.8,7400,150,Action
School of Magical Animals 3,5.8,315,105,Action
Naam,6.3,277,136,Action
Virunnu,7.3,886,125,Action
The Friendly,8.1,15,101,Action
Yolo,6.9,3700,129,Action
Operation Undead,4.6,405,110,Action
Stuntman,6.9,169,114,Action
5 Pounds of Pressure,6.7,16,111,Action
Roadkill,3.7,682,90,Action
The Bouncer,4.2,90,78,Action
Conquer: Lahad Datu,6.6,515,120,Action
Cassino in Ischia,4.4,242,113,Action
Martin,2.2,36000,147,Action
Big City Greens the Movie: Spacecation,6.2,542,83,Action
Pimpinero: Blood and Oil,5.6,551,121,Action
Tillu Square,6.6,3400,137,Action
The Last Ronin,4.9,575,115,Action
Hunting with Tigers,5.6,536,109,Action
Six jours,6.4,103,95,Action
Snatched,4.9,209,101,Action
Sons of Rizk 3,6.7,1700,125,Action
Warrior Awang and Master Tok Gajah,4.6,476,118,Action
Nothing Even Matters,5.5,77,90,Action
Taken from Rio Bravo,3.0,315,80,Action
Crakk - Jeethegaa Toh Jiyegaa!,4.7,6500,154,Action
No Time to Spy: A Loud House Movie,6.4,449,81,Action
American Warrior,8.7,24,89,Action
Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,8.1,660,174,Action
Ka Whawhai Tonu,7.3,179,115,Action
Troubleshooters,6.5,417,110,Action
I Heart Robots,4.6,2400,76,Action
The Charisma Killers,6.2,658,101,Action
Yudhra,5.0,13000,142,Action
Orang Ikan,6.7,34,83,Action
UI,6.8,5700,135,Action
Je jatt Vigarh gya,5.6,825,132,Action
Spiders on a Plane,5.1,372,78,Action
The Moon Thieves,6.1,253,108,Action
Deaner '89,5.9,419,90,Action
Barroz,3.5,1000,155,Action
Nu Huo 12 Xiao Shi,6.1,48,86,Action
Non Negotiable,5.4,1200,87,Action
Big Rage,3.6,166,115,Action
Customs Frontline,5.4,490,115,Action
Agents,3.4,933,82,Action
Sasan,8.7,72,155,Action
Razakar: The Silent Genocide of Hyderabad,7.4,5300,166,Action
Tiger's Trigger,4.2,18,84,Action
S.T.A.L.K.E.R.: Shadow of the Zone,5.1,468,72,Action
Garudan,7.1,3300,133,Action
Mongol,8.6,95,155,Action
Ghost Killer,7.0,76,105,Action
Checkmate,4.3,390,104,Action
Rajakili,6.8,585,122,Action
Crisis Negotiators,6.7,717,120,Action
Baby Assassins: Nice Days,7.3,305,103,Action
Lady Scorpions,3.6,367,101,Action
The Kingdom,7.9,89,133,Action
Mirza: Part 1 - Joker,6.8,241,165,Action
Love You to Debt,6.2,759,135,Action
Mr. Bachchan,3.6,5300,150,Action
The Experts,6.1,279,121,Action
Black Creek,7.3,8,116,Action
Go for Broke,5.7,272,115,Action
Babu,7.4,184,142,Action
Mu zhong wu ren 2,6.6,506,90,Action
Crosspoint,6.7,42,100,Action
Ayalaan,6.0,4000,155,Action
Iron Fighter,3.6,64,80,Action
The Day Everything Changed,8.0,80,97,Action
Lal Salaam,4.5,1300,150,Action
Midas,4.7,340,85,Action
Mobile Suit Gundam SEED Freedom,6.6,952,124,Action
Paradise,6.9,78,83,Action
Rendel: Cycle of Revenge,3.6,245,99,Action
(Pri)sons,5.0,273,100,Action
Breaking and Re-entering,5.8,443,109,Action
The Plot,4.8,382,100,Action
Baki Hanma VS Kengan Ashura,5.7,1900,62,Action
Umro Ayyar - A New Beginning,6.9,675,135,Action
Purushothamudu,5.2,2200,120,Action
Bidurbhai,9.2,380,148,Action
Aserb: The Squadron,5.2,307,120,Action
Sikaar,8.3,677,150,Action
6 Hours Away,3.9,246,93,Action
Kizumonogatari: Koyomi Vamp,7.0,89,144,Action
Harom Hara,6.6,3000,154,Action
Gandhi 3,5.5,239,143,Action
Yuva,5.8,837,153,Action
Appudo Ippudo Eppudo,4.7,231,120,Action
Hit List,5.5,313,125,Action
Road Wars: Max Fury,2.0,350,83,Action
Ruslaan,3.3,1200,120,Action
Malayalee from India,5.6,5000,160,Action
Fighting the Fire,8.5,1700,115,Action
Bangkok Breaking: Fa Narok Mueang Thewada,5.8,667,146,Action
Star Abyss,3.8,247,86,Action
Siren,6.4,2900,154,Action
Sabari,6.5,5400,129,Action
They Call Her Death,6.8,28,92,Action
Bachhala Malli,8.3,3900,140,Action
Correr para Vivir,7.0,197,97,Action
The Heist,6.9,2000,120,Action
Anunnakiler,2.5,451,76,Action
First Nights at Freddy's,9.3,16,98,Action
Hunt the Wicked,5.3,113,102,Action
Malaikottai Vaaliban,6.0,4100,156,Action
Bureau 749,4.0,532,123,Action
Double iSmart,2.9,2100,156,Action
Samandar,7.7,140,172,Action
Operation Valentine,5.3,1400,133,Action
Yi ren zhi xia,5.2,208,134,Action
Alangu,8.1,1200,131,Action
The Actor,3.4,733,128,Action
Drive,5.6,333,90,Action
Kondal,5.3,774,147,Action
Clownface 3,9.0,36,104,Action
My Fathers' Daughter,6.7,74,78,Action
The Lost Tiger,7.9,45,90,Action
Bohurupi,8.3,1400,155,Action
The Epidemic,5.7,72,95,Action
The Unbreakable Bunch,7.2,26,0,Action
12 Gaun,6.3,884,147,Action
Fyre Rises,6.5,322,110,Action
Bhaje Vaayu Vegam,6.1,555,136,Action
Shark Island,3.2,115,81,Action
Telekinesis,5.9,60,106,Action
Buddy,3.8,346,137,Action
Die Chaosschwestern und Pinguin Paul,5.7,67,100,Action
Memes & Nightmares,5.7,85,81,Action
Zebra,7.2,3200,164,Action
Camp Blood: Clown Shark,3.3,87,70,Action
Jorge da Capadócia,6.4,131,119,Action
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,7.0,20,90,Action
Turbo,5.9,3600,155,Action
Captain Miller,6.5,8600,157,Action
Where Is Gilgamesh?,9.0,607,90,Action
Mazhai Pidikatha Manithan,4.5,424,133,Action
Game On,5.3,2300,140,Action
Hitler,5.2,305,128,Action
Por,5.1,615,154,Action
Prepare to Die,4.6,235,93,Action
Red vs. Blue: Restoration,5.6,137,85,Action
Tòkunbò,3.9,296,113,Action
Sucha Soorma,6.4,918,136,Action
Mummy Shark,2.0,178,66,Action
Buying Time,6.2,420,84,Action
Ship of the Damned,2.8,298,88,Action
Bull Shark 2,2.9,159,75,Action
Ghosts of Red Ridge,3.3,158,81,Action
Taklee Genesis x Worlds Collide,5.4,409,146,Action
Bastar: The Naxal Story,6.4,3300,124,Action
The Mick and the Trick,4.9,76,96,Action
Mission: Chapter 1,5.9,1700,144,Action
Ameena,6.4,19,107,Action
Spirit Riser,6.7,33,98,Action
Touchdown,6.8,14,78,Action
Speed 220,6.8,1000,114,Action
Echo 8,3.9,199,96,Action
The Desperate Chase,5.5,60,110,Action
The Omicron Killer,2.9,596,98,Action
Sayen: The Huntress,4.4,255,88,Action
Agastya - Chapter 1,6.9,597,168,Action
Matka,4.7,585,156,Action
Gangs of Godavari,5.0,909,165,Action
Ame no naka no yokujô,5.9,75,132,Action
Losing Lerato 2,9.1,34,96,Action
Kung Fu Games,3.3,381,98,Action
Diabel,5.1,249,108,Action
Shu Si Yi Bo,6.7,33,91,Action
Guy Manley: Super Spy,4.4,117,92,Action
Ballistic,2.2,161,95,Action
The Circuit 4: Faith Fighter,4.3,89,90,Action
Xiong Shi Shao Nian 2,7.5,203,134,Action
DNA,5.1,210,156,Action
The Last Chainsaw Massacre,3.8,41,75,Action
Vixen,6.7,91,88,Action
Young Lion of the West,5.2,108,93,Action
Sunfall,2.3,37,74,Action
Onsen shâku,5.9,32,70,Action
Panjab Files,8.2,20,117,Action
Mathu Vadalara 2,7.0,1700,139,Action
Clone Cops,7.1,199,96,Action
Saindhav,5.1,1600,138,Action
Blade of Fury,6.1,125,90,Action
Jathara,7.8,1100,129,Action
How to Make a Werewolf,5.9,139,0,Action
Mutant,4.5,59,90,Action
High Forces,5.7,529,119,Action
Bonus Trip,4.5,226,113,Action
Formed Police Unit,4.6,477,120,Action
Sous écrous,5.4,35,111,Action
Tokusou Sentai Dekaranger 20th: Fireball Booster,7.0,33,50,Action
The Infallibles,4.8,754,99,Action
Dange,5.3,794,154,Action
Transformers Prime: Galavatron's Revenge,3.7,9,104,Action
Raju Gari Ammayi Naidu Gari Abbayi,8.2,3100,158,Action
Kill Craft,2.4,365,99,Action
24 Hours to D-Day,4.6,36,83,Action
Rebel,3.1,65,100,Action
Thundu,5.0,906,125,Action
The Grey Men,6.4,70,97,Action
Marni: The Story of Wewe Gombel,5.9,213,119,Action
The Wild Blade of Strangers,6.2,113,102,Action
Oru Anveshanathinte Thudakkam,7.1,830,181,Action
Black Storm,6.6,64,97,Action
Dragon Ball Kai: Doragon Bôru Kai,8.5,71,82,Action
Bhairadevi,8.7,49,134,Action
The Miranda Brothers,4.4,190,99,Action
Ape X Mecha Ape: New World Order,2.8,135,87,Action
Jithender Reddy,7.5,2400,136,Action
Kali,5.1,418,96,Action
Shekko,6.0,564,120,Action
In Tenebras: Into the Darkness,3.3,174,90,Action
Indrani: Epic-1 Dharam vs Karam,7.6,1100,157,Action
Dreams,7.6,8,106,Action
Karma,4.5,17,111,Action
Sector 17,5.5,1300,146,Action
Gam Gam Ganesha,5.3,310,140,Action
Serra das Almas,6.3,10,120,Action
Devaki Nandana Vasudeva,6.5,2700,128,Action
Thug in a Suit,5.9,144,100,Action
Athhoi,8.0,134,158,Action
Kadakan,4.0,112,128,Action
Gold Raiders,2.0,183,88,Action
Soodhu Kavvum 2: Naatum Naatu Makkalum,3.7,202,129,Action
Bandaa Singh Chaudhary,6.3,5200,113,Action
Texas Twister,2.5,158,88,Action
Captain Avispa,5.8,177,96,Action
Kamen Rider 555 20th: Paradise Regained,5.9,142,65,Action
Death Game,6.3,24,88,Action
Akabane Honeko no Bodyguard,5.9,40,117,Action
Saint Young Men: Holy Men vs Demon Army,3.0,13,93,Action
Bond: Kizuna,6.2,18,92,Action
Hell city,9.1,27,90,Action
Next to Us,4.8,223,125,Action
The Vampire and the Vigilante,3.6,51,75,Action
Rang De Basanti,8.8,145,174,Action
Polar,4.4,29,76,Action
Gekijoban kimi to sekai ga owaru hi ni final,6.3,38,115,Action
The Alexandrian,3.8,254,104,Action
Shadows of Betrayal: Chronicles of Ian Blair,7.3,12,65,Action
Hiranya,5.6,20,138,Action
London Gangsters,4.3,11,104,Action
SCP: The Infinite Mission,6.0,32,0,Action
Too Little Too Late,5.5,8,66,Action
Lisabi: The Uprising,6.1,125,107,Action
Uninvited,6.5,77,93,Action
Türkler Çildirmis Olmali 2: Mavi Vatan,2.2,157,100,Action
Fûto Tantei: Kamen Rider Skull no Shôzô,7.5,42,82,Action
Dark Fusion,8.5,235,90,Action
Neon Fear,5.8,549,40,Action
Reloaded 2,7.7,1100,45,Action
The Evil Three,6.7,990,30,Action
Sumaho o otoshita dake na no ni: Saishusho Final Hacking Game,7.4,20,116,Action
Hrashwo Deergha,8.0,82,150,Action
The Slave and the Sorcerer,6.7,40,86,Action
Revenge,1.5,41,127,Action
Gone with the Dead the Movie,4.4,47,96,Action
Anchakkallakokkan,6.6,1000,126,Action
Megdan: Between Water and Fire,5.4,723,106,Action
Chasing Raine,2.3,187,101,Action
Pottel,8.2,2700,148,Action
Marine Drive,9.5,50,105,Action
Toemalog,7.2,97,85,Action
Weapon,5.5,5500,120,Action
Tariq,6.2,18,122,Action
Sentimentaaal,5.6,976,135,Action
What Happens in Miami,4.3,220,90,Action
Mechanic Rocky,6.4,3500,156,Action
Dünya Mali: Eksi Bir,7.2,17,133,Action
Saala,5.7,1100,130,Action
Viswam,4.2,642,155,Action
Deadzone,4.1,35,80,Action
Stranded Pearl,6.0,27,90,Action
Bhimaa,5.1,1200,141,Action
Bloodline,9.2,49,80,Action
Pranaya Godari,7.8,2400,148,Action
Witch Hunter,5.3,24,80,Action
Sacrum Vindictae II,4.5,13,114,Action
Permafrost,5.7,114,80,Action
South Side Hero,5.4,36,92,Action
Yakuza Girl,2.3,66,82,Action
Genis Aile 4: Cevahir & Ulvi,7.0,54,90,Action
Lie Zhan,6.9,66,93,Action
Gravediggers,6.4,29,91,Action
Brattt,4.7,67,117,Action
Chong jian tian ri,6.8,48,105,Action
Komandir,6.4,521,131,Action
Spider-Man: Final Swing,8.4,10,153,Action
Purushothamudu,7.4,13,120,Action
Major Grom: The Game,6.1,1800,168,Action
The Captives,3.5,66,73,Action
Kuang Bao Ju Xi,6.0,71,75,Action
Wandafuru Purikyua! Za mubi! Doki Doki Game no Sekai de Daiboken,7.0,35,71,Action
Kamen Rider Gotchard: The Future Daybreak,7.9,71,63,Action
Cholo Zombies,4.6,103,96,Action
Average Student Nani,7.5,2200,138,Action
Rob N Roll,6.1,1500,98,Action
Usha Parinayam,9.0,2100,144,Action
Itutumba ka ng tatay ko,5.7,29,109,Action
Rathnam,5.4,3700,155,Action
Emanet,7.9,31,97,Action
Bheema,5.8,952,148,Action
Petta Rap,4.0,1700,123,Action
Pariah Volume 1: Every Street Dog Has a Name,6.9,388,138,Action
Dark World,4.6,15,135,Action
The Burden of Nine Lives,4.7,101,116,Action
Pushpaka Vimana,5.6,16,137,Action
The Worlds Divide,8.1,39,120,Action
Mega Twisters,2.5,52,75,Action
Dhaaak,8.6,24,128,Action
Zénithal,5.5,84,80,Action
"Bullets, Brothers and Blood",7.8,15,85,Action
September Babies,5.8,289,94,Action
Death Bitch,7.2,20,88,Action
The Yoshi Movie,7.7,12,105,Action
Angel of the Warrior,8.5,134,90,Action
Kamen Rider Geats: Jyamato Awakening,7.9,75,54,Action
Aho Vikramaarka,7.4,54,136,Action
Villain - Life of a Gangster,8.9,156,141,Action
Warning 2,7.1,887,125,Action
Holy Punch,5.2,48,98,Action
Iddaru,8.8,297,148,Action
Ultraman Blazar the Movie: Tokyo Kaiju Showdown,7.5,86,75,Action
The Escapee 3: The Final Escape,2.6,64,83,Action
Pungut,6.7,11,100,Action
Hain,2.9,45,95,Action
Rode College,6.6,429,168,Action
Roxana,3.8,66,98,Action
Neo-Dome,6.7,17,15,Action
Artist Unknown,8.7,17,82,Action
Naa Saami Ranga,4.5,1200,150,Action
GATAO: Like Father Like Son,6.8,70,100,Action
Inanimate Insanity II: The Movie,8.4,231,106,Action
Rocky and Bullwinkle,9.2,13,100,Action
Crypto Storm,4.8,34,101,Action
Raktaksha,8.2,1400,118,Action
Raanti,6.6,1100,115,Action
Election,5.9,809,120,Action
Chaari 111,4.8,258,130,Action
Hakkenden,5.8,75,149,Action
Dr. Jason II - Lights & Shadows,4.9,328,62,Action
Played,6.2,11,96,Action
Naag Bhoomi,5.7,8,130,Action
Thankamani,4.6,229,156,Action
Breaking Tradition,6.9,26,87,Action
Thiragabadara Saami,6.4,96,115,Action
Abudeka Is Back,5.3,34,120,Action
Abnormal: Buas,5.6,26,90,Action
Krishnamma,6.2,366,138,Action
"Silex and the City, le film",4.9,50,77,Action
Slide or Die the Movie,9.2,8,127,Action
Appu,8.6,181,92,Action
Hide and Seek,8.0,55,130,Action
Killer Ex,3.9,52,94,Action
Nenu Keerthana,8.9,2100,155,Action
Haraa,5.4,2900,136,Action
Mother Mafia,3.3,49,80,Action
Shri Swapankumarer Badami Hyenar Kobole,5.6,324,146,Action
Anthima Theerpu,7.0,1500,133,Action
Charlotte Link - Ohne Schuld,5.5,41,89,Action
Sarangadhariya,8.4,3100,150,Action
Blocking the Horse,5.8,14,94,Action
Nothing Unusual,9.7,12,92,Action
The Mystery of Humanoid Puppet,6.7,61,88,Action
Kido senshi Gandamu: Ginhai no Gen'ei,6.1,13,90,Action
Nasha Jurm Aur Gangsters,6.6,2600,137,Action
The SML YTP Movie 2: Dimension Trouble,8.3,13,94,Action
Happy Dragons,4.9,9,97,Action
Surge of Power: Where There's Smoke,6.5,13,68,Action
Joshua: Imai Pol Kaka,4.5,587,130,Action
Ajay Gadu,7.1,1000,108,Action
Di Renjie: Tongtian xuan an,7.2,16,85,Action
Rock 'n' Roll Ringo,6.3,54,101,Action
Reeza GTR,7.4,14,91,Action
Snowstorm,4.5,6,91,Action
Cândido,6.3,61,99,Action
Chhota Bheem and the Curse of Damyaan,4.8,2300,145,Action
Dou Po Cangqiong 3: Chu E,4.7,8,81,Action
Supplier Shankara,9.3,71,163,Action
Shockwaves 2,2.8,148,79,Action
Wilhelm Gustloff,8.7,8,110,Action
Chinatown Chacha,5.1,56,103,Action
Surrender,7.8,15,149,Action
Bullet,9.0,569,131,Action
E-mail,5.4,805,119,Action
Kill the Children first,7.8,26,106,Action
Inkabi,4.7,79,101,Action
Joy Hanu Man,8.9,25,143,Action
The Bodyguard,6.6,30,87,Action
Bloodlust,8.2,11,97,Action
Lorry Chapter-1,5.7,2400,183,Action
Joachim and the Apocalypse,7.2,13,90,Action
Operation Star,7.7,24,102,Action
El Duro,5.4,14,90,Action
Mercy Killing,8.7,2700,131,Action
Dangerous Boys 2,5.1,9,115,Action
Be Forever Yamato: Rebel 3199: Part 1: Dark Invasion,7.0,9,50,Action
Operation Wakaliga: Fate and Blood,6.7,11,66,Action
Zoloto Umalty,4.9,109,109,Action
Yao Shen Ling,6.7,66,93,Action
